mid,best_bid,best_ask,label
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,0
0.869,0.001,0.999,1
0.869,0.001,0.999,1
0.869,0.001,0.999,1
0.869,0.001,0.999,1
0.869,0.001,0.999,1
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,0
0.8705,0.001,0.999,1
0.8705,0.001,0.999,1
0.8705,0.001,0.999,1
0.8705,0.001,0.999,1
0.8705,0.001,0.999,1
0.8735,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.8745,0.001,0.999,0
0.872,0.001,0.999,1
0.872,0.001,0.999,1
0.872,0.001,0.999,1
0.8725,0.001,0.999,0
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,0
0.8725,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.873,0.001,0.999,0
0.8725,0.001,0.999,0
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.8725,0.001,0.999,1
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,0
0.874,0.001,0.999,1
0.874,0.001,0.999,1
0.874,0.001,0.999,1
0.874,0.001,0.999,1
0.874,0.001,0.999,1
0.881,0.001,0.999,1
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.883,0.001,0.999,1
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8805,0.001,0.999,1
0.8805,0.001,0.999,1
0.8825,0.001,0.999,0
0.8825,0.001,0.999,0
0.8825,0.001,0.999,0
0.8825,0.001,0.999,0
0.8825,0.001,0.999,0
0.882,0.001,0.999,0
0.882,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.881,0.001,0.999,1
0.881,0.001,0.999,1
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,1
0.8815,0.001,0.999,1
0.8815,0.001,0.999,1
0.8815,0.001,0.999,1
0.8815,0.001,0.999,1
0.882,0.001,0.999,1
0.882,0.001,0.999,1
0.882,0.001,0.999,1
0.882,0.001,0.999,1
0.882,0.001,0.999,1
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,0
0.883,0.001,0.999,1
0.883,0.001,0.999,1
0.883,0.001,0.999,1
0.883,0.001,0.999,1
0.883,0.001,0.999,1
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.8825,0.001,0.999,1
0.8845,0.001,0.999,1
0.8845,0.001,0.999,1
0.885,0.001,0.999,1
0.8855,0.001,0.999,1
0.8855,0.001,0.999,1
0.8865,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.8875,0.001,0.999,1
0.8875,0.001,0.999,1
0.8875,0.001,0.999,1
0.888,0.001,0.999,1
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.8885,0.001,0.999,0
0.888,0.001,0.999,0
0.8885,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.8875,0.001,0.999,1
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8875,0.001,0.999,1
0.8875,0.001,0.999,1
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.888,0.001,0.999,1
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.888,0.001,0.999,1
0.8875,0.001,0.999,1
0.8885,0.001,0.999,1
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.8855,0.001,0.999,1
0.8855,0.001,0.999,1
0.8865,0.001,0.999,1
0.886,0.001,0.999,1
0.8865,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.8875,0.001,0.999,1
0.888,0.001,0.999,1
0.888,0.001,0.999,1
0.888,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8875,0.001,0.999,0
0.8875,0.001,0.999,1
0.8875,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.887,0.001,0.999,1
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,0
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.8885,0.001,0.999,1
0.889,0.001,0.999,0
0.889,0.001,0.999,0
0.889,0.001,0.999,1
0.889,0.001,0.999,1
0.889,0.001,0.999,1
0.889,0.001,0.999,1
0.889,0.001,0.999,1
0.893,0.001,0.999,0
0.8925,0.001,0.999,1
0.8925,0.001,0.999,1
0.8925,0.001,0.999,1
0.8925,0.001,0.999,1
0.8925,0.001,0.999,1
0.893,0.001,0.999,1
0.893,0.001,0.999,1
0.893,0.001,0.999,1
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.8935,0.001,0.999,0
0.885,0.001,0.999,0
0.885,0.001,0.999,0
0.884,0.001,0.999,0
0.884,0.001,0.999,0
0.8835,0.001,0.999,0
0.8835,0.001,0.999,0
0.8825,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
0.8815,0.001,0.999,1
0.881,0.001,0.999,1
0.8815,0.001,0.999,1
0.8815,0.001,0.999,0
0.8815,0.001,0.999,0
